YYYY,MM,DD,hh,mm,ss.ss,Lat(deg),Long(deg),depth(km),Magnitude
2014,02,02,05,44,49.19,37.641435,-118.998893,8.415,0.8
2014,02,02,08,12,41.15,37.630835,-119.021932,4.950,0.0
2014,02,02,08,48,14.24,37.630697,-119.021289,4.925,1.2
2014,02,02,09,43,45.56,37.631779,-119.019694,4.930,0.3
2014,02,02,12,50,11.49,37.632003,-119.022078,4.915,0.2
2014,02,02,14,58,29.53,37.631685,-119.022087,4.926,0.9
2014,02,02,15,51,17.94,37.631848,-119.021484,4.944,0.3
2014,02,02,22,00,25.64,37.631356,-119.021981,4.953,0.1
2014,02,02,22,01,08.00,37.631502,-119.021940,4.949,0.1
2014,02,02,23,45,04.02,37.632149,-119.024268,4.961,-0.2
2014,02,02,23,45,26.56,37.632149,-119.021981,4.901,0.1
2014,02,02,23,49,14.88,37.630172,-119.022550,4.924,0.1
2014,02,02,23,57,18.28,37.632186,-119.021387,4.934,0.1
2014,02,03,04,34,22.06,37.630367,-119.021517,4.975,0.8
2014,02,03,08,31,29.64,37.631555,-119.018660,4.905,0.1
2014,02,03,08,53,01.89,37.631396,-119.021631,4.948,1.2
2014,02,03,09,08,52.43,37.630888,-119.021916,4.946,0.1
2014,02,03,11,51,01.11,37.631132,-119.020101,4.902,0.5
2014,02,03,11,58,21.94,37.632174,-119.024902,4.790,0.4
2014,02,03,11,58,42.61,37.632133,-119.024886,4.793,1.3
2014,02,03,11,58,51.33,37.632121,-119.024666,4.763,1.8
2014,02,03,12,00,10.98,37.631824,-119.025000,4.805,1.2
2014,02,03,12,00,53.81,37.631942,-119.025000,4.804,0.3
2014,02,03,14,29,55.59,37.631799,-119.021493,4.944,0.6
2014,02,03,16,06,36.59,37.631832,-119.020068,4.889,0.3
2014,02,03,17,27,13.72,37.631506,-119.020215,4.897,0.5
2014,02,03,19,20,58.72,37.630904,-119.021509,4.912,0.1
2014,02,03,21,38,46.68,37.630766,-119.021948,4.956,0.3
2014,02,03,22,03,49.60,37.630994,-119.020776,4.875,0.3
2014,02,03,22,04,19.52,37.630949,-119.020760,4.887,0.6
2014,02,03,22,55,42.72,37.630750,-119.020451,4.892,0.1
2014,02,04,00,08,19.46,37.614954,-119.048486,5.255,0.2
2014,02,04,01,05,13.23,37.630257,-119.024740,4.792,0.4
2014,02,04,02,31,20.76,37.632308,-119.021826,4.914,0.9
2014,02,04,03,26,02.11,37.631401,-119.019995,4.895,0.6
2014,02,04,03,47,59.84,37.630876,-119.021647,4.919,0.1
2014,02,04,03,59,51.02,37.631580,-119.021541,4.961,1.0
2014,02,04,04,29,36.22,37.630607,-119.024341,4.806,0.3
2014,02,04,04,46,43.93,37.632467,-119.019727,4.923,0.1
2014,02,04,07,37,38.29,37.625854,-119.020337,5.081,0.2
2014,02,04,07,38,25.02,37.630998,-119.022038,4.893,0.2
2014,02,04,07,38,42.02,37.627136,-119.021118,5.118,0.6
2014,02,04,07,39,14.77,37.626786,-119.021468,5.168,0.9
2014,02,04,07,40,22.38,37.626973,-119.021313,5.150,0.5
2014,02,04,07,53,08.52,37.626213,-119.018840,6.269,0.1
2014,02,04,08,44,49.35,37.630941,-119.021615,4.915,0.1
2014,02,04,09,25,14.01,37.630265,-119.023071,4.961,1.5
2014,02,04,09,27,31.56,37.631486,-119.022298,4.944,1.8
2014,02,04,10,29,32.02,37.630798,-119.023519,4.788,0.6
2014,02,04,10,31,28.67,37.631352,-119.023291,4.893,0.1
2014,02,04,10,31,57.94,37.630424,-119.023242,5.032,0.6
2014,02,04,10,32,15.61,37.630697,-119.023755,4.826,0.3
2014,02,04,11,10,11.76,37.631283,-119.023381,4.788,-0.1
2014,02,04,11,12,19.21,37.630570,-119.023210,4.815,-0.1
2014,02,04,12,20,22.26,37.631128,-119.021289,4.935,0.1
2014,02,04,13,15,41.75,37.629692,-119.020793,4.938,1.5
2014,02,04,13,58,20.69,37.631616,-119.023356,4.772,-0.1
2014,02,04,14,26,53.56,37.631124,-119.021370,4.927,0.1
2014,02,04,14,29,54.14,37.628145,-119.021004,5.109,0.0
2014,02,04,14,33,17.94,37.631840,-119.022217,4.748,-0.3
2014,02,04,16,20,42.74,37.631075,-119.021265,4.927,0.3
2014,02,04,16,49,44.35,37.633207,-119.021997,4.941,-0.2
2014,02,04,17,09,32.32,37.631063,-119.020654,4.868,0.0
2014,02,04,17,10,28.20,37.628446,-119.020662,4.999,0.2
2014,02,04,17,35,38.52,37.631055,-119.021305,4.924,0.1
2014,02,04,18,12,50.64,37.631055,-119.022176,4.899,0.3
2014,02,04,18,28,04.00,37.632084,-119.021574,4.949,0.4
2014,02,04,18,57,43.08,37.628678,-119.020801,4.921,0.1
2014,02,04,18,58,12.56,37.629207,-119.020858,4.935,0.3
2014,02,04,19,48,58.14,37.631067,-119.021257,4.929,0.3
2014,02,04,20,13,01.00,37.630754,-119.022290,4.918,0.7
2014,02,04,20,42,36.64,37.630827,-119.021313,4.866,0.4
2014,02,04,21,18,19.20,37.631307,-119.020337,4.877,0.1
2014,02,04,21,47,36.72,37.631075,-119.021289,4.934,0.2
2014,02,04,21,49,54.68,37.631750,-119.021484,4.948,0.9
2014,02,04,22,37,16.04,37.632284,-119.021688,4.918,0.1
2014,02,04,22,48,06.00,37.628349,-119.020695,4.992,0.4
2014,02,04,22,53,37.00,37.631059,-119.021305,4.933,0.3
2014,02,04,22,56,44.60,37.631213,-119.021012,4.915,0.1
2014,02,04,23,01,49.56,37.630396,-119.021167,4.923,0.3
2014,02,04,23,42,32.04,37.632092,-119.021509,4.944,0.4
2014,02,05,00,42,03.00,37.631104,-119.021208,4.938,0.5
2014,02,05,01,03,11.63,37.631885,-119.021688,4.947,0.3
2014,02,05,01,10,45.50,37.632402,-119.021891,4.913,0.3
2014,02,05,01,18,16.20,37.631893,-119.019954,4.919,0.4
2014,02,05,02,24,21.75,37.631083,-119.021281,4.935,0.3
2014,02,05,02,29,14.16,37.631934,-119.021403,4.871,-0.3
2014,02,05,02,34,09.89,37.631213,-119.022062,4.902,0.4
2014,02,05,02,49,41.95,37.629447,-119.034188,4.690,0.2
2014,02,05,02,50,56.55,37.629268,-119.034725,4.615,0.4
2014,02,05,02,53,00.20,37.629016,-119.034855,4.718,0.1
2014,02,05,02,54,20.01,37.629447,-119.034139,4.684,0.1
2014,02,05,02,55,00.41,37.629513,-119.033797,4.664,0.7
2014,02,05,02,55,17.45,37.629407,-119.033887,4.651,0.6
2014,02,05,02,56,18.21,37.629395,-119.033919,4.646,0.6
2014,02,05,03,10,25.43,37.631055,-119.021419,4.931,0.1
2014,02,05,04,08,21.47,37.629220,-119.034049,4.610,-0.1
2014,02,05,04,15,23.07,37.631108,-119.021191,4.939,0.5
2014,02,05,05,01,58.45,37.631812,-119.021297,4.923,0.8
2014,02,05,05,03,54.16,37.631742,-119.021297,4.924,0.3
2014,02,05,05,07,42.32,37.631946,-119.021688,4.941,0.3
2014,02,05,05,08,45.40,37.631864,-119.021387,4.926,0.3
2014,02,05,05,25,16.54,37.630452,-119.022030,4.957,0.4
2014,02,05,05,31,43.26,37.632043,-119.020801,4.876,1.0
2014,02,05,05,36,36.77,37.631665,-119.021387,4.954,1.1
2014,02,05,05,44,16.70,37.632104,-119.021493,4.944,0.4
2014,02,05,05,50,01.00,37.630660,-119.021859,4.926,-0.3
2014,02,05,05,50,18.67,37.630644,-119.021761,4.946,0.1
2014,02,05,06,13,25.75,37.631588,-119.021753,4.915,0.1
2014,02,05,06,35,27.98,37.630721,-119.021948,4.925,-0.2
2014,02,05,06,42,58.24,37.630806,-119.020817,4.861,0.2
2014,02,05,06,44,10.20,37.630652,-119.021704,4.952,0.1
2014,02,05,06,44,39.24,37.631063,-119.021313,4.941,0.3
2014,02,05,07,26,35.11,37.631746,-119.021305,4.903,0.6
2014,02,05,07,35,48.86,37.630322,-119.022803,4.962,0.4
2014,02,05,07,37,12.03,37.631177,-119.020068,4.868,0.0
2014,02,05,07,41,02.00,37.631592,-119.021183,4.881,0.7
2014,02,05,07,43,35.67,37.630412,-119.022607,4.908,0.4
2014,02,05,07,48,44.92,37.632361,-119.020296,4.838,0.2
2014,02,05,08,21,39.53,37.632182,-119.021061,4.842,0.1
2014,02,05,08,41,24.46,37.626050,-119.022705,5.077,0.0
2014,02,05,08,50,01.00,37.631978,-119.021167,4.875,0.1
2014,02,05,08,55,56.87,37.628011,-119.020451,5.009,0.4
2014,02,05,08,56,15.02,37.628255,-119.020671,5.011,0.6
2014,02,05,08,56,34.22,37.632361,-119.020076,4.951,0.3
2014,02,05,08,59,35.98,37.631873,-119.021354,4.904,0.6
2014,02,05,08,59,57.82,37.631934,-119.021200,4.877,0.6
2014,02,05,09,04,14.33,37.631885,-119.021012,4.838,0.3
2014,02,05,09,08,06.00,37.631222,-119.021248,4.905,3.1
2014,02,05,09,10,45.69,37.632222,-119.020565,4.856,0.8
2014,02,05,09,15,42.71,37.631108,-119.029777,4.574,0.2
2014,02,05,09,18,04.22,37.632768,-119.028271,4.565,0.2
2014,02,05,09,19,27.13,37.632670,-119.019792,4.857,0.1
2014,02,05,09,25,26.11,37.629818,-119.024837,4.894,0.7
2014,02,05,09,27,28.77,37.633012,-119.026237,4.446,-0.1
2014,02,05,09,28,12.00,37.631368,-119.023568,4.724,0.0
2014,02,05,09,55,58.34,37.634391,-119.022241,4.453,0.5
2014,02,05,09,56,25.77,37.634355,-119.022648,4.415,0.3
2014,02,05,09,57,19.30,37.634196,-119.022884,4.494,0.1
2014,02,05,09,59,58.95,37.626534,-119.007747,5.721,0.0
2014,02,05,10,00,56.15,37.633757,-119.025350,4.473,0.2
2014,02,05,10,01,23.91,37.633687,-119.023836,4.765,0.0
2014,02,05,10,06,00.05,37.649593,-119.031445,0.507,0.3
2014,02,05,10,06,11.82,37.633447,-119.024959,4.433,0.3
2014,02,05,10,07,44.58,37.634672,-119.021077,4.404,0.3
2014,02,05,10,12,15.27,37.633167,-119.025618,4.493,0.0
2014,02,05,10,12,47.86,37.633651,-119.025960,4.469,0.3
2014,02,05,10,13,06.81,37.633455,-119.025049,4.731,0.7
2014,02,05,10,14,39.65,37.633468,-119.024634,4.459,0.7
2014,02,05,10,16,49.52,37.631873,-119.020150,4.895,0.1
2014,02,05,10,20,18.22,37.632711,-119.029329,4.462,0.6
2014,02,05,10,23,39.67,37.632548,-119.030314,4.628,0.3
2014,02,05,10,24,31.20,37.632572,-119.028776,4.732,-0.2
2014,02,05,10,25,45.24,37.633223,-119.028988,4.392,-0.4
2014,02,05,10,26,01.94,37.633744,-119.029191,4.386,1.8
2014,02,05,10,27,05.74,37.633883,-119.027694,4.415,1.5
2014,02,05,10,27,17.65,37.633736,-119.027352,4.477,1.7
2014,02,05,10,28,36.75,37.631384,-119.028320,4.519,0.4
2014,02,05,10,29,06.74,37.633219,-119.024764,4.527,0.4
2014,02,05,10,32,03.84,37.634082,-119.023478,4.462,0.9
2014,02,05,10,32,53.91,37.633980,-119.026025,4.518,1.0
2014,02,05,10,34,06.77,37.632996,-119.028231,4.216,1.0
2014,02,05,10,34,47.63,37.622172,-119.057780,0.966,1.2
2014,02,05,10,34,57.52,37.633826,-119.029036,4.389,0.8
2014,02,05,10,37,23.59,37.632015,-119.024959,4.624,0.1
2014,02,05,10,38,31.75,37.633565,-119.027067,4.462,0.3
2014,02,05,10,40,15.36,37.633325,-119.027645,4.503,-0.1
2014,02,05,10,40,25.73,37.633964,-119.026416,4.463,0.3
2014,02,05,10,40,58.88,37.630632,-119.030070,4.634,0.4
2014,02,05,10,43,00.44,37.633024,-119.023755,4.638,0.1
2014,02,05,10,45,01.74,37.633472,-119.027783,4.459,0.0
2014,02,05,10,47,15.39,37.632735,-119.030412,4.730,-0.3
2014,02,05,10,47,55.18,37.633500,-119.014966,6.583,-0.1
2014,02,05,10,56,05.85,37.633317,-119.025627,4.458,0.0
2014,02,05,11,00,55.69,37.630452,-119.031771,4.596,0.3
2014,02,05,11,01,00.03,37.630668,-119.033748,4.546,-0.2
2014,02,05,11,02,23.72,37.628678,-119.032690,5.105,0.1
2014,02,05,11,04,08.68,37.630452,-119.031413,4.785,0.2
2014,02,05,11,04,23.02,37.631095,-119.031242,4.741,0.1
2014,02,05,11,06,51.80,37.631226,-119.032471,4.355,-0.3
2014,02,05,11,10,53.72,37.615190,-119.062793,11.719,0.2
2014,02,05,11,14,00.40,37.635535,-119.020207,4.852,-0.2
2014,02,05,11,39,37.15,37.630371,-119.032007,4.570,0.6
2014,02,05,11,45,16.08,37.632194,-119.026864,4.658,0.0
2014,02,05,11,59,41.62,37.629492,-119.073421,5.192,0.3
2014,02,05,12,05,02.95,37.627153,-119.029655,7.738,1.1
2014,02,05,12,05,49.41,37.634172,-119.023413,4.409,0.0
2014,02,05,12,17,57.90,37.633809,-119.030021,4.359,0.5
2014,02,05,12,23,09.89,37.631877,-119.021688,4.945,0.4
2014,02,05,12,32,53.03,37.632625,-119.031494,4.336,-0.2
2014,02,05,12,34,46.00,37.633329,-119.027686,4.573,0.2
2014,02,05,12,36,16.89,37.633573,-119.028597,4.461,0.1
2014,02,05,12,39,03.65,37.633341,-119.020573,4.456,0.0
2014,02,05,12,42,26.95,37.631714,-119.025480,4.690,0.2
2014,02,05,12,53,27.61,37.635274,-119.021419,4.450,0.5
2014,02,05,12,55,01.64,37.635433,-119.020882,4.425,0.4
2014,02,05,12,55,08.64,37.635518,-119.020931,4.438,0.7
2014,02,05,12,55,40.37,37.636287,-119.027433,1.858,0.0
2014,02,05,13,07,44.27,37.632426,-119.030697,4.606,0.2
2014,02,05,13,14,00.00,37.631840,-119.021509,4.933,0.2
2014,02,05,13,32,58.27,37.630379,-119.023885,4.870,0.3
2014,02,05,13,47,16.13,37.630404,-119.024072,4.906,0.2
2014,02,05,14,11,42.99,37.632117,-119.021501,4.949,0.5
2014,02,05,15,03,39.89,37.631755,-119.021460,4.941,0.6
2014,02,05,15,42,56.54,37.634863,-119.024113,4.210,0.0
2014,02,05,16,01,44.29,37.631881,-119.021436,4.930,0.4
2014,02,05,16,09,10.64,37.631026,-119.021313,4.938,0.4
2014,02,05,17,14,34.48,37.632837,-119.021411,4.932,0.9
2014,02,05,17,16,10.48,37.629443,-119.023999,4.997,0.0
2014,02,05,17,17,00.80,37.629464,-119.024235,4.889,0.3
2014,02,05,17,37,16.88,37.631661,-119.021460,4.915,0.1
2014,02,05,18,32,27.30,37.629057,-119.022111,4.710,0.1
2014,02,05,19,19,23.84,37.632064,-119.021525,4.946,0.6
2014,02,05,19,53,41.96,37.630888,-119.021672,4.931,0.4
2014,02,05,20,29,06.00,37.631307,-119.020573,4.895,0.1
2014,02,05,20,42,03.00,37.631364,-119.020605,4.899,0.3
2014,02,05,20,50,16.80,37.636686,-119.021232,4.475,0.7
2014,02,05,21,05,34.44,37.631995,-119.020378,4.871,0.1
2014,02,05,21,44,39.42,37.630294,-119.022217,4.971,0.3
2014,02,05,22,14,15.20,37.625924,-119.022192,5.248,1.0
2014,02,05,22,17,44.12,37.627327,-119.021395,5.175,-0.1
2014,02,05,23,08,17.80,37.631848,-119.021533,4.949,0.5
2014,02,05,23,15,09.00,37.632109,-119.021549,4.945,0.8
2014,02,05,23,27,45.92,37.632601,-119.022428,4.908,0.0
2014,02,05,23,51,34.56,37.630017,-119.024300,5.068,0.0
2014,02,05,23,52,49.04,37.631197,-119.022412,4.882,0.2
2014,02,05,23,53,01.56,37.630648,-119.024919,5.033,-0.3
2014,02,05,23,53,15.76,37.630583,-119.024504,4.803,0.1
2014,02,06,01,13,15.25,37.631283,-119.020337,4.892,0.4
2014,02,06,01,57,44.83,37.630847,-119.021663,4.928,0.3
2014,02,06,02,08,17.03,37.629830,-119.023039,4.946,-0.1
2014,02,06,02,18,13.62,37.630680,-119.021769,4.947,0.1
2014,02,06,02,28,57.31,37.631478,-119.020101,4.876,0.1
2014,02,06,02,40,02.89,37.632548,-119.021533,4.932,-0.3
2014,02,06,02,43,32.97,37.632589,-119.020728,4.907,0.1
2014,02,06,02,48,39.91,37.630168,-119.022795,4.927,-0.3
2014,02,06,03,02,09.00,37.631803,-119.021427,4.930,0.1
2014,02,06,03,10,22.30,37.632511,-119.020662,4.926,0.4
2014,02,06,03,15,54.99,37.631750,-119.034448,4.855,-0.2
2014,02,06,03,17,56.68,37.631002,-119.021330,4.940,0.4
2014,02,06,03,23,32.80,37.630607,-119.021729,4.908,-0.1
2014,02,06,03,23,59.02,37.632137,-119.021452,4.943,0.8
2014,02,06,03,35,27.56,37.631763,-119.021281,4.958,-0.1
2014,02,06,03,47,16.48,37.631506,-119.021785,4.911,0.4
2014,02,06,03,53,09.89,37.630684,-119.023771,4.883,0.3
2014,02,06,04,09,22.51,37.630387,-119.022738,4.866,0.0
2014,02,06,04,19,50.79,37.629985,-119.021899,4.969,0.1
2014,02,06,04,28,03.89,37.630074,-119.021981,4.950,-0.3
2014,02,06,04,38,27.25,37.630184,-119.022526,4.956,0.1
2014,02,06,04,46,52.25,37.630347,-119.022510,4.917,0.4
2014,02,06,05,08,18.82,37.630514,-119.022054,4.923,0.1
2014,02,06,05,33,42.77,37.630143,-119.022461,4.935,-0.3
2014,02,06,05,42,42.53,37.630990,-119.021330,4.939,0.4
2014,02,06,05,45,09.31,37.631718,-119.025757,4.735,0.0
2014,02,06,06,27,49.69,37.628585,-119.020150,5.152,0.1
2014,02,06,06,33,02.89,37.631148,-119.021981,4.902,0.4
2014,02,06,06,35,11.44,37.631075,-119.021940,4.900,0.5
2014,02,06,06,43,17.63,37.630656,-119.022437,4.915,0.4
2014,02,06,06,50,03.00,37.630998,-119.021273,4.937,0.5
2014,02,06,06,52,34.13,37.630664,-119.021688,4.907,-0.3
2014,02,06,07,07,49.19,37.630782,-119.022192,4.902,0.4
2014,02,06,07,45,13.41,37.631930,-119.021468,4.924,0.4
2014,02,06,07,52,13.52,37.631718,-119.021395,4.942,0.6
2014,02,06,08,25,44.32,37.632027,-119.021436,4.942,0.9
2014,02,06,08,49,50.90,37.631010,-119.021346,4.937,0.4
2014,02,06,09,02,05.00,37.632532,-119.021403,4.921,-0.2
2014,02,06,10,08,52.00,37.632483,-119.022355,4.868,-0.2
2014,02,06,10,44,06.00,37.631018,-119.021338,4.933,0.6
2014,02,06,11,00,56.80,37.629806,-119.022209,4.980,0.3
2014,02,06,11,04,09.89,37.633134,-119.022087,4.890,0.6
2014,02,06,11,15,27.69,37.631026,-119.021436,4.939,0.6
2014,02,06,11,30,28.88,37.632133,-119.021737,4.945,0.1
2014,02,06,12,02,33.98,37.631543,-119.021802,4.916,0.4
2014,02,06,12,36,39.43,37.630379,-119.022380,4.930,0.4
2014,02,06,13,00,28.80,37.630379,-119.022909,4.893,0.4
2014,02,06,13,01,26.06,37.630070,-119.022811,4.937,0.4
2014,02,06,13,03,04.11,37.631392,-119.020280,4.859,-0.2
2014,02,06,13,10,35.46,37.631901,-119.021541,4.928,0.9
2014,02,06,13,39,31.35,37.629818,-119.023739,4.937,-0.1
2014,02,06,13,43,37.18,37.631051,-119.021403,4.937,0.9
2014,02,06,13,45,58.60,37.631405,-119.020190,4.898,0.3
2014,02,06,14,09,00.79,37.630501,-119.023991,4.896,0.3
2014,02,06,14,33,45.64,37.629720,-119.022388,4.985,0.1
2014,02,06,14,50,54.88,37.641077,-119.022892,7.101,0.1
2014,02,06,15,01,36.67,37.632145,-119.021639,4.947,0.6
2014,02,06,15,13,55.82,37.630082,-119.022518,4.943,0.1
2014,02,06,15,37,17.05,37.631368,-119.021574,4.935,0.8
2014,02,06,15,40,15.65,37.631694,-119.021305,4.877,0.4
2014,02,06,16,19,40.70,37.631022,-119.021493,4.937,0.9
2014,02,06,16,24,57.60,37.625378,-119.021997,5.325,0.0
2014,02,06,16,29,03.89,37.630050,-119.022729,4.924,0.1
2014,02,06,16,52,35.75,37.632109,-119.021549,4.943,1.1
2014,02,06,17,08,23.84,37.632739,-119.020565,4.818,0.8
2014,02,06,17,21,52.24,37.633769,-119.021476,4.878,0.1
2014,02,06,17,23,32.92,37.633663,-119.021582,4.882,0.3
2014,02,06,18,12,12.08,37.629683,-119.022762,4.957,0.0
2014,02,06,18,20,03.00,37.630855,-119.021948,4.899,0.1
2014,02,06,18,39,41.16,37.630518,-119.022078,4.915,0.0
2014,02,06,18,52,55.14,37.631799,-119.021419,4.923,0.0
2014,02,06,19,02,23.38,37.631063,-119.021362,4.938,0.6
2014,02,06,19,27,23.72,37.632243,-119.021989,4.939,0.9
2014,02,06,19,32,04.00,37.632064,-119.021452,4.944,0.6
2014,02,06,19,39,15.40,37.629789,-119.023763,4.987,0.1
2014,02,06,20,05,07.00,37.630562,-119.020972,4.876,0.1
2014,02,06,20,19,18.20,37.631051,-119.022160,4.899,0.0
2014,02,06,20,23,16.36,37.631812,-119.021379,4.917,-0.2
2014,02,06,20,35,33.30,37.632043,-119.016593,5.397,0.3
2014,02,06,21,30,02.64,37.636133,-119.027580,4.888,1.9
2014,02,06,22,14,43.08,37.631034,-119.021452,4.939,0.9
2014,02,06,22,22,56.44,37.630180,-119.022127,5.032,-0.3
2014,02,06,22,23,01.78,37.630160,-119.022461,5.002,0.1
2014,02,06,22,32,03.00,37.630550,-119.022225,4.923,0.4
2014,02,06,22,42,15.20,37.632052,-119.021476,4.939,1.1
2014,02,06,22,44,13.96,37.631921,-119.019963,4.912,0.3
2014,02,06,22,46,28.80,37.629915,-119.024194,4.926,0.1
2014,02,06,22,53,07.00,37.630119,-119.021956,4.940,0.1
2014,02,06,23,06,29.52,37.630538,-119.021753,4.914,0.1
2014,02,06,23,15,25.52,37.630180,-119.022624,4.953,0.9
2014,02,06,23,20,56.36,37.631535,-119.021810,4.916,0.6
2014,02,06,23,22,04.00,37.630750,-119.022192,4.899,0.1
2014,02,06,23,56,33.80,37.632015,-119.021427,4.949,0.1
2014,02,07,00,15,45.60,37.631079,-119.021891,4.892,0.0
2014,02,07,00,25,14.23,37.629989,-119.022021,4.969,0.3
2014,02,07,00,39,00.89,37.629521,-119.022843,4.958,0.1
2014,02,07,00,42,17.71,37.631482,-119.022095,4.923,1.4
2014,02,07,00,48,25.04,37.631042,-119.021387,4.945,0.6
2014,02,07,00,51,01.89,37.629818,-119.023112,4.937,0.0
2014,02,07,01,24,53.29,37.628182,-119.022591,5.040,-0.1
2014,02,07,01,59,20.82,37.630371,-119.022030,4.925,0.8
2014,02,07,02,03,15.02,37.632633,-119.022176,4.877,0.4
2014,02,07,02,09,31.32,37.629871,-119.022078,4.952,0.4
2014,02,07,02,10,08.89,37.629944,-119.022225,4.953,0.1
2014,02,07,02,13,57.89,37.631315,-119.018579,4.883,0.1
2014,02,07,02,14,56.23,37.631384,-119.018717,4.845,-0.3
2014,02,07,02,28,39.31,37.630477,-119.022616,4.906,0.1
2014,02,07,02,36,08.00,37.632658,-119.022274,4.886,0.4
2014,02,07,02,41,49.48,37.631095,-119.020378,4.847,0.0
2014,02,07,02,42,29.41,37.630253,-119.022355,5.057,-0.2
2014,02,07,02,48,04.00,37.631095,-119.021257,4.932,0.3
2014,02,07,02,53,20.82,37.630408,-119.022591,4.889,0.0
2014,02,07,03,01,21.69,37.631816,-119.021606,4.937,0.4
2014,02,07,03,06,34.87,37.630404,-119.022770,4.885,0.1
2014,02,07,03,12,21.03,37.631897,-119.021533,4.926,0.6
2014,02,07,03,50,17.48,37.630806,-119.021704,4.928,0.3
2014,02,07,04,08,00.89,37.633228,-119.021720,4.939,0.3
2014,02,07,04,12,18.60,37.637618,-119.017244,4.872,0.0
2014,02,07,04,37,03.00,37.632690,-119.021631,4.926,1.5
2014,02,07,04,41,01.89,37.631071,-119.021460,4.945,0.6
2014,02,07,04,41,07.89,37.632174,-119.021549,4.952,0.9
2014,02,07,04,44,10.44,37.631014,-119.020646,4.869,0.0
2014,02,07,04,54,45.76,37.630066,-119.020939,4.932,0.2
2014,02,07,04,59,09.11,37.629102,-119.020776,4.939,0.1
2014,02,07,05,13,05.67,37.594344,-119.011279,4.642,0.2
2014,02,07,05,40,53.71,37.631730,-119.021379,4.949,0.1
2014,02,07,06,06,54.63,37.631978,-119.021354,4.949,0.3
2014,02,07,06,44,58.66,37.632227,-119.021785,4.952,0.5
2014,02,07,06,46,39.42,37.630448,-119.021069,4.928,0.7
2014,02,07,06,57,31.68,37.631063,-119.021403,4.940,0.4
2014,02,07,07,20,51.28,37.630017,-119.022095,4.948,0.4
2014,02,07,07,55,58.64,37.634224,-119.019922,5.232,0.6
2014,02,07,08,06,02.89,37.629675,-119.022233,4.970,0.3
2014,02,07,08,17,20.98,37.631661,-119.021322,4.897,0.0
2014,02,07,08,23,18.08,37.632898,-119.022339,4.890,1.2
2014,02,07,08,26,56.91,37.633350,-119.022445,4.952,0.8
2014,02,07,08,35,11.33,37.631812,-119.021582,4.924,0.0
2014,02,07,09,10,58.98,37.633553,-119.019743,5.707,0.3
2014,02,07,09,15,38.67,37.631124,-119.021981,4.903,0.3
2014,02,07,09,16,03.89,37.630981,-119.022030,4.908,0.8
2014,02,07,09,22,50.95,37.631991,-119.023079,5.105,0.3
2014,02,07,09,26,49.00,37.631104,-119.021370,4.939,0.6
2014,02,07,09,56,27.01,37.630481,-119.022550,4.886,0.2
2014,02,07,10,20,08.00,37.630522,-119.021118,4.900,0.7
2014,02,07,10,22,31.99,37.631169,-119.023617,4.796,0.0
2014,02,07,10,24,54.73,37.630933,-119.022306,4.857,0.4
2014,02,07,10,27,19.24,37.631991,-119.021379,4.959,1.1
2014,02,07,10,27,35.71,37.631759,-119.021452,4.951,0.1
2014,02,07,10,34,43.23,37.631669,-119.022437,4.774,0.0
2014,02,07,10,35,06.11,37.631506,-119.022534,4.783,0.5
2014,02,07,10,52,40.57,37.631498,-119.023006,4.731,-0.1
2014,02,07,11,04,18.35,37.630924,-119.022453,4.919,0.3
2014,02,07,11,24,15.14,37.632345,-119.021615,4.956,-0.2
2014,02,07,11,40,04.10,37.628263,-119.020638,4.992,0.4
2014,02,07,11,46,01.89,37.631531,-119.021859,4.919,0.4
2014,02,07,11,54,54.78,37.630131,-119.022738,4.920,0.4
2014,02,07,12,13,54.47,37.629663,-119.022306,4.966,0.1
2014,02,07,12,14,50.49,37.628389,-119.020776,5.007,0.0
2014,02,07,12,36,47.99,37.631136,-119.021883,4.886,0.1
2014,02,07,13,02,50.64,37.631909,-119.021688,4.944,0.3
2014,02,07,13,07,28.72,37.630530,-119.022778,4.927,0.0
2014,02,07,13,08,02.89,37.630400,-119.022852,4.930,-0.1
2014,02,07,13,19,56.76,37.632267,-119.021712,4.914,0.5
2014,02,07,14,34,44.62,37.631030,-119.021427,4.941,0.6
2014,02,07,14,37,52.19,37.631051,-119.023063,4.810,0.3
2014,02,07,14,38,19.33,37.630493,-119.025236,4.807,0.3
2014,02,07,14,38,55.25,37.630363,-119.025203,4.807,0.5
2014,02,07,15,10,43.69,37.629956,-119.024829,4.975,0.0
2014,02,07,15,21,58.57,37.633480,-119.021427,4.919,0.1
2014,02,07,15,35,41.14,37.631702,-119.021265,4.895,0.1
2014,02,07,15,38,14.61,37.629769,-119.022176,4.985,0.1
2014,02,07,15,43,48.48,37.632015,-119.021484,4.915,0.1
2014,02,07,15,45,49.87,37.633533,-119.020809,4.723,0.3
2014,02,07,15,47,20.46,37.633114,-119.021948,4.816,0.1
2014,02,07,15,49,16.66,37.633150,-119.021045,4.816,0.3
2014,02,07,15,52,30.67,37.632975,-119.022502,4.823,0.1
2014,02,07,17,17,15.48,37.629618,-119.022428,4.980,0.2
2014,02,07,17,49,03.00,37.632023,-119.021582,4.947,1.4
2014,02,07,18,39,21.76,37.631067,-119.022363,4.913,0.5
2014,02,07,18,39,54.36,37.630294,-119.022331,4.926,0.6
2014,02,07,18,50,08.00,37.631136,-119.021297,4.937,0.4
